Title,Authors,Publication Year,DOI,DB,Población estudiada,Método de DL usado,"Datos emocionales usados (facial, voz, texto)",Emociones descritas,Técnicas de IA utilizadas,Base de datos,Árbol de emociones,Resultados principales,Limitaciones,Estado
giving voice to vulnerable children: machine learning analysis of speech detects anxiety and depression in early childhood,"McGinnis EW, Anderau SP, Hruschak J, Gurchiek RD, Lopez-Duran NL, Fitzgerald K, Rosenblum KL, Muzik M, McGinnis RS.",2019,10.1109/JBHI.2019.2913590,PubMed,,,,,,,,,,
gradually evaluating of suicidal risk in depression by semi-supervised cluster analysis on resting-state fmri,"Dai Z, Shen X, Tian S, Yan R, Wang H, Wang X, Yao Z, Lu Q.",2021,10.1007/s11682-020-00410-7,PubMed,,,,,,,,,,
graph theory-based electroencephalographic connectivity via phase-locking value and its association with ketogenic diet responsiveness in patients with focal onset seizures,"Hsieh TY, Hung PL, Su TY, Peng SJ.",2022,10.3390/nu14214457,PubMed,,,,,,,,,,
gray and white matter structural examination for diagnosis of major depressive disorder and subthreshold depression in adolescents and young adults: a preliminary radiomics analysis,"Ma H, Zhang D, Sun D, Wang H, Yang J.",2022,10.1186/s12880-022-00892-5,PubMed,,,,,,,,,,
great expectations: a critical review of and suggestions for the study of reward processing as a cause and predictor of depression,"Nielson DM, Keren H, O'Callaghan G, Jackson SM, Douka I, Vidal-Ribas P, Pornpattananangkul N, Camp CC, Gorham LS, Wei C, Kirwan S, Zheng CY, Stringaris A.",2021,10.1016/j.biopsych.2020.06.012,PubMed,,,,,,,,,,
group differences in facial emotion expression in autism: evidence for the utility of machine classification,"Capriola-Hall NN, Wieckowski AT, Swain D, Tech V, Aly S, Youssef A, Abbott AL, White SW.",2019,10.1016/j.beth.2018.12.004,PubMed,,,,,,,,,,
harnessing neuroplasticity to improve motor performance in infants with cerebral palsy: a study protocol for the game randomised controlled trial,"Morgan C, Badawi N, Boyd RN, Spittle AJ, Dale RC, Kirby A, Hunt RW, Whittingham K, Pannek K, Morton RL, Tarnow-Mordi W, Fahey MC, Walker K, Prelog K, Elliott C, Valentine J, Guzzetta A, Olivey S; GAME study team; Novak I.",2023,10.1136/bmjopen-2022-070649,PubMed,,,,,,,,,,
has machine learning enhanced the diagnosis of autism spectrum disorder?,"Shirwaikar RD, Sarwari I, Najam M, M SH.",2023,10.1615/CritRevBiomedEng.v51.i1.10,PubMed,,,,,,,,,,
health improvement by design through partnership and empathy,"Chan K, Sewell R.",2024,10.1097/HAP.0000000000000201,PubMed,,,,,,,,,,
heterogeneity and classification of recent onset psychosis and depression: a multimodal machine learning approach,"Lalousis PA, Wood SJ, Schmaal L, Chisholm K, Griffiths SL, Reniers RLEP, Bertolino A, Borgwardt S, Brambilla P, Kambeitz J, Lencer R, Pantelis C, Ruhrmann S, Salokangas RKR, Schultze-Lutter F, Bonivento C, Dwyer D, Ferro A, Haidl T, Rosen M, Schmidt A, Meisenzahl E, Koutsouleris N, Upthegrove R; PRONIA Consortium.",2021,10.1093/schbul/sbaa185,PubMed,,,,,,,,,,
heterogeneity in gender dysphoria in a brazilian sample awaiting gender-affirming surgery: a data-driven analysis,"Silva DC, Rabelo-da-Ponte FD, Salati LR, Lobato MIR.",2022,10.1186/s12888-022-03727-3,PubMed,,,,,,,,,,
heterozygous kcnj10 variants affecting kir4.1 channel cause paroxysmal kinesigenic dyskinesia,"Huang X, Fu X, Wu J, Cheng X, Hong X, Li Z, Zheng L, Liu Q, Chen S, Tang B, Zhao Y, Liu X, Li X, Liu X, Zhou Z, Wu L, Fang K, Zhong P, Zhang M, Luan X, Tian W, Tong X, Cao L.",2024,10.1002/mds.30025,PubMed,,,,,,,,,,
hippocampal subfield alterations in pediatric patients with post-traumatic stress disorder,"Li L, Pan N, Zhang L, Lui S, Huang X, Xu X, Wang S, Lei D, Li L, Kemp GJ, Gong Q.",2021,10.1093/scan/nsaa162,PubMed,,,,,,,,,,
histopathology imaging and clinical data including remission status in pediatric inflammatory bowel disease,"Martin-King C, Nael A, Ehwerhemuepha L, Calvo B, Gates Q, Janchoi J, Ornelas E, Perez M, Venderby A, Miklavcic J, Chang P, Sassoon A, Grant K.",2024,10.1038/s41597-024-03592-7,PubMed,,,,,,,,,,
home-based measurements of dystonia in cerebral palsy using smartphone-coupled inertial sensor technology and machine learning: a proof-of-concept study,"den Hartog D, van der Krogt MM, van der Burg S, Aleo I, Gijsbers J, Bonouvrié LA, Harlaar J, Buizer AI, Haberfehlner H.",2022,10.3390/s22124386,PubMed,,,,,,,,,,
how dental students' course experiences and satisfaction of their basic psychological needs influence passion for studying in chile,"Orsini C, Tricio J, Tapia D, Segura C.",2019,10.3352/jeehp.2019.16.37,PubMed,,,,,,,,,,
human amygdala tracks a feature-based valence signal embedded within the facial expression of surprise,"Kim MJ, Mattek AM, Bennett RH, Solomon KM, Shin J, Whalen PJ.",2017,10.1523/JNEUROSCI.1375-17.2017,PubMed,,,,,,,,,,
identification of abnormal closed-loop pathways in patients with mri-negative pharmacoresistant epilepsy,"Bu J, Ren N, Wang Y, Wei R, Zhang R, Zhu H.",2024,10.1007/s11682-024-00880-z,PubMed,,,,,,,,,,
identification of central symptoms of children depression and development of two short version of children's depression inventory: based on network analysis and machine learning,"Zhang C, Ye B, Guo Z.",2024,10.1016/j.jad.2023.10.146,PubMed,,,,,,,,,,
identification of suicide attempt risk factors in a national us survey using machine learning,"García de la Garza Á, Blanco C, Olfson M, Wall MM.",2021,10.1001/jamapsychiatry.2020.4165,PubMed,,,,,,,,,,
identifying and addressing bullying,"Waseem M, Nickerson AB.",2024,,PubMed,,,,,,,,,,
"identifying behavioral phenotypes of loneliness and social isolation with passive sensing: statistical analysis, data mining and machine learning of smartphone and fitbit data","Doryab A, Villalba DK, Chikersal P, Dutcher JM, Tumminia M, Liu X, Cohen S, Creswell K, Mankoff J, Creswell JD, Dey AK.",2019,10.2196/13209,PubMed,,,,,,,,,,
identifying chinese social media users' need for affect from their online behaviors,"Deng H, Zhao N, Wang Y.",2023,10.3389/fpubh.2022.1045279,PubMed,,,,,,,,,,
identifying clinical clusters with distinct trajectories in first-episode psychosis through an unsupervised machine learning technique,"Amoretti S, Verdolini N, Mezquida G, Rabelo-da-Ponte FD, Cuesta MJ, Pina-Camacho L, Gomez-Ramiro M, De-la-Cámara C, González-Pinto A, Díaz-Caneja CM, Corripio I, Vieta E, de la Serna E, Mané A, Solé B, Carvalho AF, Serra M, Bernardo M.",2021,10.1016/j.euroneuro.2021.01.095,PubMed,,,,,,,,,,
identifying liars through automatic decoding of children's facial expressions,"Bruer KC, Zanette S, Ding XP, Lyon TD, Lee K.",2020,10.1111/cdev.13336,PubMed,,,,,,,,,,
identifying marijuana use behaviors among youth experiencing homelessness using a machine learning-based framework: development and evaluation study,"Deng T, Urbaczewski A, Lee YJ, Barman-Adhikari A, Dewri R.",2024,10.2196/53488,PubMed,,,,,,,,,,
identifying objective physiological markers and modifiable behaviors for self-reported stress and mental health status using wearable sensors and mobile phones: observational study,"Sano A, Taylor S, McHill AW, Phillips AJ, Barger LK, Klerman E, Picard R.",2018,10.2196/jmir.9410,PubMed,,,,,,,,,,
identifying predictors of psychological distress during covid-19: a machine learning approach,"Prout TA, Zilcha-Mano S, Aafjes-van Doorn K, Békés V, Christman-Cohen I, Whistler K, Kui T, Di Giuseppe M.",2020,10.3389/fpsyg.2020.586202,PubMed,,,,,,,,,,
identifying subgroups of eating behavior traits unrelated to obesity using functional connectivity and feature representation learning,"Choi H, Byeon K, Lee JE, Hong SJ, Park BY, Park H.",2024,10.1002/hbm.26581,PubMed,,,,,,,,,,
identifying subtypes of depression in clinician-annotated text: a retrospective cohort study,"Kung B, Chiang M, Perera G, Pritchard M, Stewart R.",2021,10.1038/s41598-021-01954-4,PubMed,,,,,,,,,,
identifying the risk of depression in a large sample of adolescents: an artificial neural network based on random forest,"Zhou Y, Zhang X, Gong J, Wang T, Gong L, Li K, Wang Y.",2024,10.1002/jad.12357,PubMed,,,,,,,,,,
identifying women with post-delivery posttraumatic stress disorder using natural language processing of personal childbirth narratives,"Bartal A, Jagodnik KM, Chan SJ, Babu MS, Dekel S.",2022,10.1101/2022.08.30.22279394,PubMed,,,,,,,,,,
identifying women with postdelivery posttraumatic stress disorder using natural language processing of personal childbirth narratives,"Bartal A, Jagodnik KM, Chan SJ, Babu MS, Dekel S.",2023,10.1016/j.ajogmf.2022.100834,PubMed,,,,,,,,,,
imaging body-mind crosstalk in young adults,"Yu Q, Kong Z, Zou L, Herold F, Ludyga S, Zhang Z, Hou M, Kramer AF, Erickson KI, Taubert M, Hillman CH, Mullen SP, Gerber M, Müller NG, Kamijo K, Ishihara T, Schinke R, Cheval B, McMorris T, Wong KK, Shi Q, Nie J.",2024,10.1016/j.ijchp.2024.100498,PubMed,,,,,,,,,,
impact of age at onset on the phenomenology of depression in treatment-seeking adults in the star*d trial,"Baez LM, Heller AS.",2020,10.1016/j.jad.2019.10.036,PubMed,,,,,,,,,,
impact of child's cognitive and social-emotional difficulties on child abuse: does mother's justification of intimate partner violence also play a role?,"Afiaz A, Masud MS, Mansur M.",2021,10.1016/j.chiabu.2021.105028,PubMed,,,,,,,,,,
impact of high-fat diet and early stress on depressive-like behavior and hippocampal plasticity in adult male rats,"Arcego DM, Toniazzo AP, Krolow R, Lampert C, Berlitz C, Dos Santos Garcia E, do Couto Nicola F, Hoppe JB, Gaelzer MM, Klein CP, Lazzaretti C, Dalmaz C.",2018,10.1007/s12035-017-0538-y,PubMed,,,,,,,,,,
impact of trauma exposure and depression comorbidity on response to transdiagnostic behavioral therapy for pediatric anxiety and depression,"Angulo F, Goger P, Brent DA, Rozenman M, Gonzalez A, Schwartz KTG, Porta G, Lynch FL, Dickerson JF, Weersing VR.",2024,10.1038/s44184-023-00049-4,PubMed,,,,,,,,,,
implications of early diagnosis and intervention in the management of neurodevelopmental delay (ndd) in children: a systematic review and meta-analysis,"Aldharman SS, Al-Jabr KH, Alharbi YS, Alnajar NK, Alkhanani JJ, Alghamdi A, Abdellatif RA, Allouzi A, Almallah AM, Jamil SF.",2023,10.7759/cureus.38745,PubMed,,,,,,,,,,
improved mental health clinical practice informed by digital phenotyping,"Bougeard A, Guay Hottin R, Houde V, Jean T, Piront T, Potvin S, Bernard P, Tourjman V, De Benedictis L, Orban P.",2021,,PubMed,,,,,,,,,,
improved prediction of brain age using multimodal neuroimaging data,"Niu X, Zhang F, Kounios J, Liang H.",2020,10.1002/hbm.24899,PubMed,,,,,,,,,,
improved socio-emotional and behavioral functioning in students with autism following school-based smartglasses intervention: multi-stage feasibility and controlled efficacy study,"Vahabzadeh A, Keshav NU, Abdus-Sabur R, Huey K, Liu R, Sahin NT.",2018,10.3390/bs8100085,PubMed,,,,,,,,,,
increased functional connectivity during emotional face processing in children with autism spectrum disorder,"Safar K, Wong SM, Leung RC, Dunkley BT, Taylor MJ.",2018,10.3389/fnhum.2018.00408,PubMed,,,,,,,,,,
increasing chance-based uncertainty reduces heavy drinkers' cognitive reactance to web-based personalized normative feedback,"Boyle SC, Earle AM, McCabe N, LaBrie JW.",2018,10.15288/jsad.2018.79.601,PubMed,,,,,,,,,,
increasing realism and variety of virtual patient dialogues for prenatal counseling education through a novel application of chatgpt: exploratory observational study,"Gray M, Baird A, Sawyer T, James J, DeBroux T, Bartlett M, Krick J, Umoren R.",2024,10.2196/50705,PubMed,,,,,,,,,,
individualized psychiatric imaging based on inter-subject neural synchronization in movie watching,"Yang Z, Wu J, Xu L, Deng Z, Tang Y, Gao J, Hu Y, Zhang Y, Qin S, Li C, Wang J.",2020,10.1016/j.neuroimage.2019.116227,PubMed,,,,,,,,,,
influence of artificial intelligence in education on adolescents' social adaptability: a machine learning study,"Xie C, Ruan M, Lin P, Wang Z, Lai T, Xie Y, Fu S, Lu H.",2022,10.3390/ijerph19137890,PubMed,,,,,,,,,,
influence of self-efficacy on cancer-related fatigue and health-related quality of life in young survivors of childhood cancer,"Saito M, Hiramoto I, Yano M, Watanabe A, Kodama H.",2022,10.3390/ijerph19031467,PubMed,,,,,,,,,,
influence of sociodemographic factors on eating motivations - modelling through artificial neural networks (ann),"Guiné RPF, Ferrão AC, Ferreira M, Correia P, Mendes M, Bartkiene E, Szűcs V, Tarcea M, Sarić MM, Černelič-Bizjak M, Isoldi K, El-Kenawy A, Ferreira V, Klava D, Korzeniowska M, Vittadini E, Leal M, Frez-Muñoz L, Papageorgiou M, Djekić I.",2020,10.1080/09637486.2019.1695758,PubMed,,,,,,,,,,
influences of poly-victimization on adolescents' pre-treatment cognitive motivations and post-treatment outcomes,"Christie NC, DiGuiseppi G, Pakdaman S, Lee DS, Pham D, Saba SK, Davis JP.",2022,10.1016/j.jsat.2022.108856,PubMed,,,,,,,,,,
instagram participation and substance use among emerging adults: the potential perils of peer belonging,"Bergman BG, Dumas TM, Maxwell-Smith MA, Davis JP.",2018,10.1089/cyber.2018.0109,PubMed,,,,,,,,,,
integrative analysis of γδt cells and dietary factors reveals predictive values for autism spectrum disorder in children,"Zhang L, Xu Y, Sun S, Liang C, Li W, Li H, Zhang X, Pang D, Li M, Li H, Lang Y, Liu J, Jiang S, Shi X, Li B, Yang Y, Wang Y, Li Z, Song C, Duan G, Leavenworth JW, Wang X, Zhu C.",2023,10.1016/j.bbi.2023.03.029,PubMed,,,,,,,,,,
integrative brain dynamics in childhood bullying victimization: cognitive and emotional convergence associated with stress psychopathology,"Palamarchuk IS, Vaillancourt T.",2022,10.3389/fnint.2022.782154,PubMed,,,,,,,,,,
interindividual neural differences in moral decision-making are mediated by alpha power and delta/theta phase coherence,"Wolff A, Gomez-Pilar J, Nakao T, Northoff G.",2019,10.1038/s41598-019-40743-y,PubMed,,,,,,,,,,
internet addiction and suicidal ideation in chinese children with migrant parents: mediating role of anxiety and moderating role of social support,"Miao S, Xu L, Gao S, Bai C, Huang Y, Peng B.",2024,10.1016/j.actpsy.2024.104427,PubMed,,,,,,,,,,
interoceptive technologies for psychiatric interventions: from diagnosis to clinical applications,"Schoeller F, Horowitz AH, Jain A, Maes P, Reggente N, Christov-Moore L, Pezzulo G, Barca L, Allen M, Salomon R, Miller M, Di Lernia D, Riva G, Tsakiris M, Chalah MA, Klein A, Zhang B, Garcia T, Pollack U, Trousselard M, Verdonk C, Dumas G, Adrien V, Friston K.",2024,10.1016/j.neubiorev.2023.105478,PubMed,,,,,,,,,,
intervention initiatives to raise young people's interest and participation in stem,"Schneider B, Chen IC, Bradford L, Bartz K.",2022,10.3389/fpsyg.2022.960327,PubMed,,,,,,,,,,
intervention targets for reducing mortality between mid-adolescence and mid-adulthood: a protocol for a machine-learning facilitated systematic umbrella review,"Kerr JA, Gillespie AN, O'Connor M, Deane C, Borschmann R, Dashti SG, Spry EA, Heerde JA, Möller H, Ivers R, Boden JM, Scott JG, Bucks RS, Glauert R, Kinner SA, Olsson CA, Patton GC.",2023,10.1136/bmjopen-2022-068733,PubMed,,,,,,,,,,
into the bowels of depression: unravelling medical symptoms associated with depression by applying machine-learning techniques to a community based population sample,"Dipnall JF, Pasco JA, Berk M, Williams LJ, Dodd S, Jacka FN, Meyer D.",2016,10.1371/journal.pone.0167055,PubMed,,,,,,,,,,
intranasal vasopressin modulates resting state brain activity across multiple neural systems: evidence from a brain imaging machine learning study,"Chen X, Xu Y, Li B, Wu X, Li T, Wang L, Zhang Y, Lin W, Qu C, Feng C.",2021,10.1016/j.neuropharm.2021.108561,PubMed,,,,,,,,,,
intrinsic functional brain connectivity predicts onset of major depression disorder in adolescence: a pilot study,"Hirshfeld-Becker DR, Gabrieli JDE, Shapero BG, Biederman J, Whitfield-Gabrieli S, Chai XJ.",2019,10.1089/brain.2018.0646,PubMed,,,,,,,,,,
introduction of solid foods in preterm infants and its impact on growth in the first year of life-a prospective observational study,"Thanhaeuser M, Gsoellpointner M, Kornsteiner-Krenn M, Steyrl D, Brandstetter S, Jilma B, Berger A, Haiden N.",2024,10.3390/nu16132077,PubMed,,,,,,,,,,
investigating the usability of a head-mounted display augmented reality device in elementary school children,"Lauer L, Altmeyer K, Malone S, Barz M, Brünken R, Sonntag D, Peschel M.",2021,10.3390/s21196623,PubMed,,,,,,,,,,
